t,c,witness_m,b_t
3335,2541,5722461,8476776
3335,2539,5746633,8470104
3335,2538,5759009,8466768
3335,2564,5772005,8553504
3335,2622,5961461,8746992
3335,2621,5984157,8743656
3335,3254,8278813,10855344
3337,1124,949029,3751912
3337,1126,950557,3758588
3337,1127,951669,3761926
3337,1125,954225,3755250
3337,1123,956861,3748574
3337,1130,986637,3771940
3337,1131,988071,3775278
3337,1132,991001,3778616
3337,1134,994521,3785292
3337,1402,1915251,4679876
3337,1404,1919493,4686552
3337,1403,1926259,4683214
3337,1467,2044205,4896846
3337,1457,2066577,4863466
3337,1469,2066991,4903522
3337,1458,2069511,4866804
3337,1459,2069577,4870142
3337,1455,2073665,4856790
3337,1462,2082523,4880156
3337,1456,2100591,4860128
3337,1468,2106509,4900184
3337,1466,2118417,4893508
3337,1470,2144217,4906860
3337,1498,2229199,5000324
3337,1499,2232117,5003662
3337,1501,2255969,5010338
3337,1664,2755533,5554432
3337,1665,2760297,5557770
3337,1663,2792729,5551094
3337,1666,2802453,5561108
3337,1667,2809851,5564446
3337,1866,3419293,6228708
3337,1867,3425359,6232046
3337,1865,3426411,6225370
3337,1870,3464909,6242060
3337,1853,3465403,6185314
3337,1869,3466453,6238722
3337,1875,3472957,6258750
3337,1883,3475657,6285454
3337,1887,3475797,6298806
3337,1884,3476021,6288792
3337,1880,3477765,6275440
3337,1891,3484593,6312158
3337,1872,3489771,6248736
3337,1874,3503415,6255412
3337,1879,3503549,6272102
3337,1876,3505725,6262088
3337,1886,3520049,6295468
3337,1885,3524465,6292130
3337,1900,3556853,6342200
3337,1899,3559339,6338862
3337,1928,3635953,6435664
3337,1929,3644577,6439002
3337,1854,3673557,6188652
3337,1882,3677293,6282116
3337,1877,3682311,6265426
3337,1927,3739917,6432326
3337,1926,3748303,6428988
3349,2943,6991145,9859050
3349,2954,7079969,9895900
3349,2953,7080237,9892550
3349,2949,7098929,9879150
3349,2963,7104521,9926050
3349,2950,7105233,9882500
3349,2962,7114491,9922700
3349,2941,7412945,9852350
3349,3293,8736185,11031550
3359,1278,1474977,4294080
3373,2614,5968819,8819636
3373,2615,5969129,8823010
3373,2618,5996649,8833132
3373,2617,6001973,8829758
3373,2616,6025201,8826384
3373,2620,6090005,8839880
3373,2609,6270153,8802766
3373,2610,6292251,8806140
3385,1262,1385143,4273132
3385,1272,1455493,4306992
3385,1305,1538031,4418730
3385,1374,1767043,4652364
3385,1376,1773733,4659136
3385,1375,1776629,4655750
3385,1368,1781451,4632048
3385,1369,1782693,4635434
3385,1373,1787261,4648978
3385,1386,1857449,4692996
3385,2078,4207317,7036108
3391,3346,9012937,11349632
3393,1009,487329,3424546
3393,994,496117,3373636
3393,1004,510065,3407576
3393,1005,524743,3410970
3393,1013,599217,3438122
3393,1014,600163,3441516
3393,1012,623623,3434728
3393,2183,4573769,7409102
3393,2184,4581013,7412496
3393,2185,4629041,7415890
3393,2394,5228793,8125236
3393,2393,5281921,8121842
3413,2560,5760573,8739840
3413,2561,5763499,8743254
3413,2575,5792031,8791050
3413,2563,5793139,8750082
3413,2574,5794693,8787636
3413,2564,5796463,8753496
3413,2576,5808261,8794464
3413,2565,5809279,8756910
3413,2566,5827953,8760324
3413,2573,5846549,8784222
3413,2569,5852789,8770566
3413,2567,5853943,8763738
3413,2570,5860209,8773980
3413,2577,5864023,8797878
3413,2568,5867341,8767152
3413,2580,5934793,8808120
3413,2581,5936069,8811534
3413,2616,6007497,8931024
3413,2642,6070893,9019788
3413,2637,6074609,9002718
3413,2643,6128701,9023202
3413,2673,6189321,9125622
3413,2668,6205053,9108552
3413,2669,6211177,9111966
3413,2679,6224229,9146106
3413,2681,6235413,9152934
3413,2683,6274553,9159762
3413,2780,6568977,9490920
3413,3301,8364559,11269614
3413,3300,8376499,11266200
3413,3302,8398353,11273028
3413,3304,8420295,11279856
3413,3204,8528129,10938456
3415,1644,2710423,5615904
3415,1645,2711713,5619320
3415,1647,2714641,5626152
3415,1646,2714705,5622736
3415,1648,2747489,5629568
3415,1643,2748241,5612488
3415,1655,2757499,5653480
3415,1687,2842293,5762792
3415,1686,2848925,5759376
3415,1685,2853401,5755960
3415,1688,2859365,5766208
3415,1649,2905677,5632984
3415,1749,3055677,5974584
3415,1750,3058613,5978000
3415,1748,3087689,5971168
3415,1919,3621089,6555304
3415,1923,3860825,6568968
3415,2760,6437053,9428160
3415,2761,6440983,9431576
3415,2763,6456463,9438408
3415,2756,6467211,9414496
3415,2757,6467983,9417912
3415,2762,6468615,9434992
3415,2792,6908849,9537472
3415,2869,7125061,9800504
3415,2868,7129841,9797088
3415,2873,7133973,9814168
3415,2874,7141377,9817584
3415,2963,7154331,10121608
3415,2952,7158269,10084032
3415,3363,8620543,11488008
3415,3258,8722671,11129328
3415,3362,9058657,11484592
3429,3360,8622361,11524800
3429,3359,8622521,11521370
3429,3402,8651941,11668860
3429,3403,8680853,11672290
3429,3406,8702045,11682580
3429,3401,8733097,11665430
3429,3400,8755579,11662000
3429,3404,8768593,11675720
3429,3405,8840091,11679150
3431,1608,2542335,5518656
3431,1674,3021943,5745168
3431,1751,3086119,6009432
3431,1759,3093495,6036888
3431,1769,3172441,6071208
3431,1755,3194257,6023160
3431,1809,3195533,6208488
3431,1754,3233013,6019728
3431,1824,3283551,6259968
3431,1830,3333393,6280560
3431,1825,3353953,6263400
3431,1821,3564171,6249672
3433,1076,693393,3694984
3433,1072,703191,3681248
3433,1073,706889,3684682
3433,1077,713645,3698418
3433,1078,718469,3701852
3433,1088,786249,3736192
3433,1112,823989,3818608
3433,1109,828201,3808306
3433,1118,828533,3839212
3433,1110,829433,3811740
3433,1097,829843,3767098
3433,1098,832209,3770532
3433,1111,834269,3815174
3433,1099,850325,3773966
3433,1117,854273,3835778
3433,1113,868233,3822042
3433,1114,871649,3825476
3433,1119,872309,3842646
3433,1121,917013,3849514
3433,1122,917577,3852948
3433,1116,918441,3832344
3433,2303,5044797,7908502
3433,2342,5103665,8042428
3433,2302,5327959,7905068
3439,1431,1955293,4922640
3439,1437,1982451,4943280
3439,1436,1988613,4939840
3439,1435,1996545,4936400
3439,1432,2089445,4926080
3439,1434,2108465,4932960
3439,1439,2127979,4950160
3439,1438,2136513,4946720
3439,2004,3910017,6893760
3439,2006,3918453,6900640
3439,2005,3927319,6897200
3439,2019,3958917,6945360
3439,2017,3974253,6938480
3439,2020,3980323,6948800
3439,2013,4030085,6924720
3439,2014,4048611,6928160
3439,2011,4096205,6917840
3439,2012,4126121,6921280
3439,2052,4151433,7058880
3445,3046,7545223,10496516
3445,3047,7563337,10499962
3445,3045,7566665,10493070
3445,3049,7579963,10506854
3445,3048,7583931,10503408
3445,3054,7615273,10524084
3445,3093,7661143,10658478
3445,3097,7668891,10672262
3445,3098,7669677,10675708
3445,3109,7732833,10713614
3445,3110,7732869,10717060
3445,3111,7744497,10720506
3447,1911,3681233,6589128
3449,1567,2441503,5406150
3449,1588,2496943,5478600
3449,1602,2503797,5526900
3449,1587,2507573,5475150
3449,1589,2509001,5482050
3449,1601,2528349,5523450
3449,1598,2529973,5513100
3449,1599,2539293,5516550
3449,1607,2560603,5544150
3449,1600,2561631,5520000
3449,1612,2563057,5561400
3449,1603,2569361,5530350
3449,1611,2592951,5557950
3449,1610,2596791,5554500
3449,1608,2602311,5547600
3449,1605,2694619,5537250
3449,2041,4055179,7041450
3449,2040,4061381,7038000
3449,2067,4128005,7131150
3449,2065,4153121,7124250
3449,2069,4210785,7138050
3449,2039,4310821,7034550
3453,2977,7321657,10282558
3453,2981,7334405,10296374
3453,2979,7358353,10289466
3453,2978,7387617,10286012
3453,2980,7409415,10292920
3457,1313,1589623,4540354
3479,1681,2817093,5849880
3479,1684,2827025,5860320
3479,1682,2832979,5853360
3479,1680,2856849,5846400
3479,1686,2857999,5867280
3479,1781,3180837,6197880
3479,1780,3201559,6194400
3479,2813,6708041,9789240
3479,2814,6708643,9792720
3479,2817,6723401,9803160
3479,2816,6727237,9799680
3493,2626,6126771,9175244
3493,3040,7833789,10621760
3493,3036,8025037,10607784
3493,3035,8027877,10604290
3519,2196,4642809,7729920
3519,2198,4646599,7736960
3519,2197,4651569,7733440
3521,1233,1258575,4342626
3521,1237,1320933,4356714
3521,1322,1528279,4656084
3521,1323,1529413,4659606
3521,1325,1544503,4666650
3521,1338,1610895,4712436
3521,1343,1616677,4730046
3521,1337,1634381,4708914
3521,1351,1642141,4758222
3521,1352,1644651,4761744
3521,1581,2475309,5568282
3521,1616,2556241,5691552
3521,1620,2566441,5705640
3521,1622,2571657,5712684
3521,1621,2574333,5709162
3521,1584,2574379,5578848
3521,1583,2574841,5575326
3521,1617,2579169,5695074
3521,1629,2598141,5737338
3521,1624,2615709,5719728
3521,1856,3408573,6536832
3521,1905,3599863,6709410
3521,2089,4230393,7357458
3521,2094,4232317,7375068
3521,2091,4234431,7364502
3521,2090,4234673,7360980
3521,2092,4234753,7368024
3521,2093,4235655,7371546
3521,2088,4237925,7353936
3521,2086,4244179,7346892
3521,2097,4256811,7385634
3521,2087,4257657,7350414
3521,2096,4258601,7382112
3521,2085,4305053,7343370
3521,2125,4345813,7484250
3525,3248,8345981,11452448
3525,3249,8349153,11455974
3527,1588,2488925,5602464
3527,1587,2489293,5598936
3527,1586,2495381,5595408
3527,1585,2507421,5591880
3527,1644,2659589,5800032
3527,1643,2667975,5796504
3527,1647,2681539,5810616
3527,1882,3546945,6639696
3527,1881,3559989,6636168
3527,1907,3577695,6727896
3527,1958,3837403,6907824
3535,1077,670399,3808272
3535,1078,674409,3811808
3535,1095,793985,3871920
3535,1323,1596471,4678128
3535,2268,4921497,8019648
3535,2303,5033779,8143408
3535,2304,5050081,8146944
3535,2319,5091897,8199984
3535,2320,5139749,8203520
3573,3315,8633053,11847810
3573,3369,9353833,12040806
3573,3368,9357113,12037232
3575,1394,1787031,4984944
3575,1408,1827133,5035008
3575,1420,1862705,5077920
3575,1619,2600913,5789544
3575,1622,2614305,5800272
3575,1618,2627621,5785968
3575,1704,2902483,6093504
3575,1706,2910379,6100656
3575,1705,2912899,6097080
3575,1812,3241993,6479712
3575,1813,3250689,6483288
3575,1811,3263715,6476136
3575,1810,3280663,6472560
3575,1815,3358977,6490440
3575,1814,3359013,6486864
3575,1816,3378057,6494016
3575,2955,7415045,10567080
3583,1513,2312779,5422592
3583,1922,3665745,6888448
3583,1923,3682783,6892032
3583,1924,3695097,6895616
3583,1921,3711477,6884864
3583,1931,3770937,6920704
3597,3205,8516563,11531590
3607,1216,1126903,4387328
3607,1220,1129081,4401760
3607,1222,1134689,4408976
3607,1217,1137249,4390936
3607,1215,1141913,4383720
3607,1221,1150417,4405368
3607,1241,1203379,4477528
3607,1242,1204205,4481136
3607,1243,1204879,4484744
3607,1234,1224389,4452272
3607,1245,1246565,4491960
3607,1246,1248259,4495568
3607,1257,1259211,4535256
3607,1258,1260231,4538864
3607,1254,1260961,4524432
3607,1255,1270305,4528040
3607,1247,1276911,4499176
3607,1253,1281217,4520824
3607,1256,1285153,4531648
3607,1281,1323881,4621848
3607,1251,1327039,4513608
3607,1278,1331421,4611024
3607,1283,1336635,4629064
3607,1280,1340813,4618240
3607,1277,1356921,4607416
3607,1276,1357445,4603808
3607,1282,1369049,4625456
3607,1279,1369791,4614632
3607,2310,5033169,8334480
3607,2312,5040403,8341696
3607,2308,5047431,8327264
3607,2313,5049089,8345304
3607,2309,5051377,8330872
3607,3045,7684709,10986360
3607,3043,7688553,10979144
3607,3046,7721533,10989968
3607,3044,7733705,10982752
3607,3041,7766673,10971928
3607,3042,7767473,10975536
3621,2894,7230975,10482068
3621,2895,7230979,10485690
3621,2913,7257057,10550886
3621,2916,7262623,10561752
3621,2912,7266097,10547264
3621,2911,7269185,10543642
3621,2918,7276113,10568996
3621,2915,7286141,10558130
3621,2914,7289173,10554508
3621,2917,7309393,10565374
3623,3622,9812169,13126128
3631,1002,318463,3639264
3631,2726,6897101,9900832
3631,2727,6915001,9904464
3631,2793,7059817,10144176
3631,2794,7077713,10147808
3631,2897,7292853,10521904
3639,1310,1434849,4768400
3639,1395,1717311,5077800
3639,1415,1828731,5150600
3639,1413,1834929,5143320
3639,1421,1844271,5172440
3639,1420,1874419,5168800
3639,1417,1915653,5157880
3639,1418,1919833,5161520
3639,1419,1948317,5165160
3639,1416,1969215,5154240
3639,2146,4512741,7811440
3639,2149,4517373,7822360
3639,2150,4519857,7826000
3639,2141,4520751,7793240
3639,2152,4561777,7833280
3639,2151,4565009,7829640
3639,2148,4573939,7818720
3639,2161,4582131,7866040
3639,2153,4589801,7836920
3639,2154,4633575,7840560
3639,2143,4778985,7800520
3639,2142,4832595,7796880
3639,2311,4998405,8412040
3639,2313,5107017,8419320
3639,3398,9006739,12368720
3639,3397,9050355,12365080
3641,2713,6541373,9880746
3647,3042,7765325,11097216
3647,3028,7790949,11046144
3647,3029,7793225,11049792
3647,3062,8192151,11170176
3647,3063,8227963,11173824
3647,3032,8362483,11060736
3647,3273,8566455,11939904
3647,3279,8575501,11961792
3647,3278,8598619,11958144
3647,3271,8611049,11932608
3647,3269,8617845,11925312
3647,3268,8622855,11921664
3647,3272,8716099,11936256
3647,3277,8721231,11954496
3647,3302,8723817,12045696
3647,3251,8903889,11859648
3653,3581,9688339,13084974
3655,1843,3477905,6738008
3663,1646,2676417,6030944
3663,2268,4942793,8309952
3677,2791,6893405,10265298
3677,2815,6939621,10353570
3677,2816,6944849,10357248
3677,2814,6947529,10349892
3677,2813,6989533,10346214
3677,2812,7042057,10342536
3679,1724,2949329,6344320
3679,1726,2949909,6351680
3679,1723,2960415,6340640
3679,1725,3013365,6348000
3679,1779,3117569,6546720
3679,1777,3135673,6539360
3679,1774,3155549,6528320
3679,1775,3157545,6532000
3679,1778,3161211,6543040
3679,1781,3169593,6554080
3679,1776,3179757,6535680
3679,1782,3182571,6557760
3679,1850,3475917,6808000
3681,1502,2169073,5530364
3681,1516,2170125,5581912
3681,1509,2178531,5556138
3681,1508,2182293,5552456
3681,1507,2182815,5548774
3681,1510,2185723,5559820
3681,2145,4497329,7897890
3681,2146,4507095,7901572
3681,2147,4509051,7905254
3681,2168,4528773,7982576
3681,2169,4536771,7986258
3681,2163,4552869,7964166
3681,2170,4584993,7989940
3681,2171,4587217,7993622
3681,2148,4598743,7908936
3681,2167,4600505,7978894
3681,2161,4862041,7956802
3687,3274,8629641,12074512
3687,3273,8630429,12070824
3687,3272,8647243,12067136
3687,3276,8655361,12081888
3687,3275,8657419,12078200
3687,3278,8797301,12089264
3687,3374,8974183,12443312
3687,3379,9033869,12461752
3687,3513,9560081,12955944
3687,3514,9569833,12959632
3693,2791,6927133,10309954
3693,2789,6932263,10302566
3693,2925,7356471,10804950
3693,2926,7383725,10808644
3693,2927,7386749,10812338
3693,3076,7973985,11362744
3703,1582,2435853,5859728
3703,1583,2438253,5863432
3725,3132,8249933,11669832
3725,3133,8765263,11673558
3725,3134,8767417,11677284
3727,1404,1765569,5234112
3727,1409,1788795,5252752
3727,1410,1792661,5256480
3737,1052,434931,3932376
3743,1008,268999,3773952
3743,1003,295977,3755232
3743,1004,296613,3758976
3743,1066,484413,3991104
3743,1074,544281,4021056
3743,1107,628773,4144608
3743,1106,636135,4140864
3743,1104,637329,4133376
3743,1100,655731,4118400
3743,1101,655793,4122144
3743,1103,656385,4129632
3743,1102,662921,4125888
3743,1132,671811,4238208
3743,1121,675401,4197024
3743,1130,685889,4230720
3743,1128,702413,4223232
3743,1138,712597,4260672
3743,1141,718633,4271904
3743,1142,719801,4275648
3743,1135,722745,4249440
3743,1143,729079,4279392
3743,1133,749757,4241952
3743,1134,756965,4245696
3743,1136,758705,4253184
3743,1137,793721,4256928
3743,1667,2731801,6241248
3743,1680,2829315,6289920
3745,1940,3750163,7267240
3745,1941,3787893,7270986
3745,1939,3930297,7263494
3745,2630,6387439,9851980
3757,3487,9528281,13104146
3757,3477,9537681,13066566
3757,3478,9558093,13070324
3757,3516,9653345,13213128
3757,3515,9658521,13209370
3757,3483,9666741,13089114
3757,3482,9676311,13085356
3759,2747,6749997,10328720
3769,2647,6385325,9979190
3769,2650,6387929,9990500
3769,2648,6393103,9982960
3769,2649,6400025,9986730
3769,2653,6460353,10001810
3769,2652,6464193,9998040
3769,2651,6493201,9994270
3769,2792,6961279,10525840
3777,2724,6720729,10291272
3783,2475,5753729,9365400
3783,2476,6024253,9369184
3789,3568,9941895,13522720
3789,3597,9946929,13632630
3789,3596,9949229,13628840
3789,3594,9965161,13621260
3789,3591,9993943,13609890
3789,3593,9997377,13617470
3799,1025,262469,3895000
3799,1027,293213,3902600
3799,1030,325809,3914000
3799,1122,624413,4263600
3799,1123,638849,4267400
3799,1255,1176849,4769000
3799,1256,1179477,4772800
3799,1257,1209619,4776600
3799,1259,1210049,4784200
3799,1258,1210533,4780400
3799,2172,4685433,8253600
3799,2173,4724973,8257400
3799,2582,6157543,9811600
3799,2522,6304109,9583600
3799,2759,6855253,10484200
3799,2760,6857013,10488000
3799,2758,6858337,10480400
3799,2755,6868017,10469000
3799,2754,6874421,10465200
3799,2752,6901311,10457600
3799,2784,6946281,10579200
3799,2785,6948933,10583000
3799,2873,7284969,10917400
3799,2874,7316133,10921200
3799,2875,7329397,10925000
3799,2761,7332957,10491800
3799,2876,7342049,10928800
3799,2770,7451253,10526000
3801,1278,1220811,4858956
3801,1282,1224277,4874164
3801,1315,1346115,4999630
3801,1314,1346353,4995828
3801,1316,1355217,5003432
3801,1317,1410989,5007234
3801,1326,1432699,5041452
3801,1330,1440319,5056660
3801,1328,1448165,5049056
3801,1352,1524825,5140304
3801,1361,1524993,5174522
3801,1353,1525301,5144106
3801,1358,1529789,5163116
3801,1355,1531519,5151710
3801,1327,1536213,5045254
3801,1363,1544497,5182126
3801,1351,1546903,5136502
3801,1360,1553949,5170720
3801,1362,1553969,5178324
3801,1359,1553973,5166918
3801,1349,1606303,5128898
3801,1562,2290911,5938724
3801,1564,2307417,5946328
3801,1563,2309133,5942526
3801,1558,2309973,5923516
3801,1560,2311579,5931120
3801,1557,2316993,5919714
3801,1561,2317893,5934922
3801,1559,2323677,5927318
3801,2160,4610257,8212320
3801,2162,4615781,8219924
3801,2161,4617801,8216122
3801,2154,4619479,8189508
3801,2153,4620433,8185706
3801,2151,4625285,8178102
3801,2163,4629417,8223726
3801,2152,4635693,8181904
3801,2159,4641897,8208518
3801,2155,4644425,8193310
3801,2168,4682137,8242736
3801,2169,4682373,8246538
3801,2174,4710125,8265548
3801,2179,5035601,8284558
3801,2372,5398921,9018344
3801,2368,5413843,9003136
3801,2369,5418261,9006938
3801,2373,5438849,9022146
3801,2377,5492239,9037354
3801,2380,5494053,9048760
3801,2379,5498631,9044958
3801,2404,5525653,9140008
3801,2403,5534235,9136206
3801,2402,5577951,9132404
3801,2433,5588151,9250266
3801,2415,5593273,9181830
3801,2418,5598411,9193236
3801,2431,5598713,9242662
3801,2432,5599077,9246464
3801,2438,5628373,9269276
3801,2421,5628531,9204642
3801,2437,5647305,9265474
3801,2441,5649373,9280682
3801,2422,5662903,9208444
3801,2423,5671073,9212246
3801,2444,5685217,9292088
3801,2443,5689521,9288286
3801,2446,5733357,9299692
3801,2370,5734321,9010740
3801,2374,5749925,9025948
3801,2459,5761063,9349118
3801,2460,5780553,9352920
3801,2494,5839155,9482188
3801,2486,5853945,9451772
3801,2485,5862473,9447970
3801,2487,5876289,9455574
3801,2495,5891681,9485990
3801,2496,5954649,9489792
3801,2425,6007363,9219850
3801,2424,6017037,9216048
3801,2484,6023345,9444168
3801,2450,6034371,9314900
3801,2492,6148169,9474584
3801,2493,6155585,9478386
3801,2498,6199519,9497396
3805,2953,7533837,11239118
3805,2955,7562757,11246730
3805,2952,7565949,11235312
3805,2967,7591731,11292402
3805,2956,7592599,11250536
3805,2968,7594251,11296208
3805,2957,7601775,11254342
3805,2959,7601801,11261954
3805,2958,7602297,11258148
3805,2969,7611089,11300014
3805,2971,7643323,11307626
3805,2970,7651301,11303820
3807,3000,7762805,11424000
3807,3001,7780551,11427808
3809,1064,464539,4053840
3809,2306,5142735,8785860
3809,2307,5143361,8789670
3809,2323,5163421,8850630
3809,2324,5163919,8854440
3809,2328,5171529,8869680
3809,2325,5172749,8858250
3809,2326,5173137,8862060
3809,2329,5177511,8873490
3809,2330,5180565,8877300
3809,2345,5270119,8934450
3809,2672,6489129,10180320
3809,2676,6500253,10195560
3809,2673,6515281,10184130
3809,2675,6530761,10191750
3809,2674,6536277,10187940
3809,2678,6538561,10203180
3809,2679,6541149,10206990
3809,2677,6548853,10199370
3809,2665,6801711,10153650
3809,2664,6829879,10149840
3831,1875,3493993,7185000
3831,1876,3498825,7188832
3831,1877,3527993,7192664
3831,1879,3585951,7200328
3831,1927,3695503,7384264
3833,967,25303,3707478
3833,971,31851,3722814
3833,968,31977,3711312
3833,969,32345,3715146
3833,970,39015,3718980
3833,981,111641,3761154
3833,1245,1057999,4773330
3833,1354,1455753,5191236
3833,1342,1468273,5145228
3833,2133,4453769,8177922
3833,2184,4689591,8373456
3833,2194,4691277,8411796
3833,2192,4694115,8404128
3833,2193,4696113,8407962
3833,2196,4714385,8419464
3833,2195,4727853,8415630
3833,2422,5604015,9285948
3833,2421,5604103,9282114
3833,2427,5631213,9305118
3833,2425,5632353,9297450
3833,2424,5632363,9293616
3833,2423,5632401,9289782
3833,2426,5632777,9301284
3833,2428,5653325,9308952
3833,2409,5663031,9236106
3833,2437,5749155,9343458
3833,2408,5841013,9232272
3833,2601,6326959,9972234
3833,2673,6593577,10248282
3837,2973,7792243,11410374
3837,2975,7812729,11418050
3837,2951,8126265,11325938
3837,2952,8134519,11329776
3837,3124,8278605,11989912
3837,3123,8284377,11986074
3837,3121,8291419,11978398
3837,3122,8298951,11982236
3837,3117,8302425,11963046
3837,3118,8320759,11966884
3837,3119,8331799,11970722
3837,3127,8378181,12001426
3837,3126,8385979,11997588
3837,3190,8545481,12243220
3837,3189,8553569,12239382
3837,3192,8594653,12250896
3837,3191,8603013,12247058
3837,3193,8607621,12254734
3837,3194,8892951,12258572
3863,2017,3998775,7793688
3873,2880,7354801,11157120
3873,2886,7417321,11180364
3873,2898,7421563,11226852
3873,2887,7426173,11184238
3873,2902,7426215,11242348
3873,2900,7440171,11234600
3873,2899,7442165,11230726
3879,1213,998737,4706440
3879,1236,1020337,4795680
3879,1246,1026675,4834480
3879,1234,1031263,4787920
3879,1251,1100189,4853880
3879,1245,1111193,4830600
3879,1256,1112443,4873280
3879,1249,1127625,4846120
3879,1250,1128417,4850000
3879,1253,1130825,4861640
3879,1252,1136037,4857760
3879,1378,1507017,5346640
3879,1375,1538059,5335000
3879,1373,1548849,5327240
3879,1376,1564617,5338880
3879,1374,1577757,5331120
3879,2670,6709321,10359600
3879,2718,6730399,10545840
3879,2719,6737917,10549720
3879,2720,6743973,10553600
3879,2713,6769389,10526440
3879,2671,6938781,10363480
3885,3055,8038693,11871730
3885,3058,8039693,11883388
3885,3057,8043643,11879502
3885,3056,8048709,11875616
3885,3061,8062611,11895046
3885,3060,8084719,11891160
3885,3062,8114683,11898932
3885,3064,8123921,11906704
3885,3063,8126863,11902818
3885,3059,8271139,11887274
3885,3403,9458863,13224058
3885,3401,9471001,13216286
3885,3402,9471403,13220172
3885,3432,9557391,13336752
3885,3433,9568903,13340638
3885,3436,9570029,13352296
3885,3437,9593097,13356182
3885,3438,9597577,13360068
3885,3441,9606241,13371726
3885,3439,9608021,13363954
3885,3440,9609673,13367840
3885,3452,9682371,13414472
3885,3453,9687553,13418358
3885,3434,9742481,13344524
3895,1206,924789,4698576
3895,1285,1247757,5006360
3895,1282,1254473,4994672
3895,1283,1262953,4998568
3895,1284,1264431,5002464
3895,1390,1663737,5415440
3895,1397,1664141,5442712
3895,1394,1664697,5431024
3895,1393,1677015,5427128
3895,1395,1678579,5434920
3895,1396,1682659,5438816
3895,1391,1683629,5419336
3895,1441,1828257,5614136
3895,2483,5916117,9673768
3895,2484,5919817,9677664
3895,2488,5931233,9693248
3895,2489,5931809,9697144
3895,2490,5932971,9701040
3895,2493,5946189,9712728
3895,2500,5948549,9740000
3895,2524,5951719,9833504
3895,2522,5954273,9825712
3895,2501,5959533,9743896
3895,2486,5960023,9685456
3895,2485,5960441,9681560
3895,2523,5985763,9829608
3895,2487,6010455,9689352
3895,2494,6135005,9716624
3895,2602,6335949,10137392
3895,2587,6345713,10078952
3895,2586,6347353,10075056
3895,2590,6349737,10090640
3895,2589,6364017,10086744
3895,2588,6364357,10082848
3895,2610,6364737,10168560
3895,2609,6365865,10164664
3895,2533,6375915,9868568
3895,2612,6387125,10176352
3895,2611,6397459,10172456
3895,2608,6399105,10160768
3895,2604,6447823,10145184
3895,2603,6821299,10141288
3905,2296,5113057,8968176
3919,1428,1744109,5597760
3919,2531,6022161,9921520
3919,2532,6118589,9925440
3919,2752,6883333,10787840
3919,2741,6905503,10744720
3919,2748,6913453,10772160
3919,2749,6925071,10776080
3919,2754,6943579,10795680
3919,2751,6953293,10783920
3919,2750,6961201,10780000
3919,2758,7006713,10811360
3919,2753,7032309,10791760
3919,2755,7317675,10799600
3925,3229,8830793,12677054
3925,3235,8928573,12700610
3925,3236,8959633,12704536
3925,3238,9058433,12712388
3925,3227,9281789,12669202
3943,1972,3843259,7777568
3959,2817,7185113,11155320
3959,2816,7229599,11151360
3959,2840,7298271,11246400
3959,2835,7300191,11226600
3959,2836,7300819,11230560
3959,2833,7364105,11218680
3959,2834,7727229,11222640
3969,1056,232971,4192320
3969,1057,233669,4196290
3969,1079,401133,4283630
3969,1080,418797,4287600
3983,2977,7912201,11860368
3983,3020,8183513,12031680
3989,3176,8742937,12672240
3989,3234,8977385,12903660
3989,3181,9280003,12692190
3989,3182,9282297,12696180
3991,2929,7756519,11692568
3991,2936,7758555,11720512
3991,2934,7761209,11712528
3991,2937,7765519,11724504
3991,2931,7776831,11700552
3991,2932,7778137,11704544
3991,2935,7795473,11716520
3991,2933,7813611,11708536
3991,3335,9278899,13313320
3991,3336,9281517,13317312
3991,3337,9287557,13321304
3991,3338,9287937,13325296
3991,3423,9641973,13664616
3991,3427,9647923,13680584
3991,3424,9652949,13668608
3991,3425,9653983,13672600
3991,3431,9656617,13696552
3991,3426,9664977,13676592
3991,3428,9672859,13684576
3991,3436,9678029,13716512
3991,3429,9681597,13688568
3991,3430,9686623,13692560
3991,3328,9881637,13285376
3993,1858,3398257,7420852
3993,1969,3851517,7864186
3993,1970,3931459,7868180
3993,1974,3965013,7884156
3993,2161,4571757,8631034
3993,2162,4572009,8635028
3993,2158,4582089,8619052
3993,2165,4683873,8647010
3993,2164,4683965,8643016
3999,1306,1259241,5224000
4025,1041,128617,4191066
4025,1224,890137,4927824
4025,1271,1047283,5117046
4025,1270,1061225,5113020
4025,1269,1070729,5108994
4025,1276,1082113,5137176
4025,1284,1087813,5169384
4025,1285,1095619,5173410
4025,1286,1103133,5177436
4025,1292,1135733,5201592
4025,1306,1152531,5257956
4025,1293,1169405,5205618
4025,1770,3075079,7126020
4025,1771,3077457,7130046
4025,2242,4946779,9026292
4025,2237,5227663,9006162
4025,2238,5232273,9010188
4025,2235,5354829,8998110
4025,2582,6325241,10395132
4025,2663,6618005,10721238
4025,2664,6648921,10725264
4025,2672,6722959,10757472
4025,2725,6909897,10970850
4025,2723,6919275,10962798
4025,2751,6933913,11075526
4025,2745,6940793,11051370
4025,2750,6979801,11071500
4025,2764,6993609,11127864
4025,2765,7006145,11131890
4025,2754,7006905,11087604
4025,2755,7008009,11091630
4025,2761,7030721,11115786
4025,2775,7033279,11172150
4025,2777,7049677,11180202
4025,2776,7049683,11176176
4025,2772,7051461,11160072
4025,2773,7053929,11164098
4025,2763,7055193,11123838
4025,2739,7078349,11027214
