t,c,witness_m,b_t
1089,778,544417,848020
1089,776,544737,845840
1089,783,559039,853470
1089,784,561763,854560
1089,789,561969,860010
1089,788,563853,858920
1089,787,571149,857830
1095,1065,922893,1167240
1097,448,197271,491904
1103,464,206391,512256
1103,471,216425,519984
1103,478,225129,527712
1103,485,228393,535440
1103,486,230751,536544
1103,487,230923,537648
1103,492,233779,543168
1113,313,35409,348682
1113,314,35489,349796
1113,315,36231,350910
1113,772,552277,860008
1119,968,767779,1084160
1119,959,773937,1074080
1119,958,774629,1072960
1119,971,777883,1087520
1119,972,780481,1088640
1119,973,785945,1089760
1127,328,50391,369984
1127,335,53513,377880
1127,334,60965,376752
1127,346,71781,390288
1127,345,74697,389160
1127,354,75433,399312
1127,349,79425,393672
1127,347,81019,391416
1127,352,82613,397056
1127,353,82717,398184
1127,350,83211,394800
1127,503,248295,567384
1127,504,248331,568512
1127,614,376713,692592
1127,616,378259,694848
1127,622,384943,701616
1127,621,385215,700488
1127,618,388289,697104
1127,623,391481,702744
1127,625,392565,705000
1127,617,394145,695976
1133,850,643173,963900
1133,853,644013,967302
1133,851,648369,965034
1133,852,651453,966168
1141,946,748305,1080332
1143,366,88879,418704
1143,367,89769,419848
1143,368,89779,420992
1143,370,91529,423280
1143,371,93585,424424
1143,377,96513,431288
1143,376,102333,430144
1143,375,102801,429000
1143,374,103017,427856
1143,378,104391,432432
1145,835,638977,956910
1177,873,677673,1028394
1177,876,677993,1031928
1177,874,679561,1029572
1177,879,691039,1035462
1183,406,126199,480704
1183,407,129741,481888
1183,408,129877,483072
1183,409,130401,484256
1183,413,139695,488992
1183,425,142273,503200
1183,422,142333,499648
1183,426,143691,504384
1183,416,144583,492544
1183,415,144615,491360
1183,418,145057,494912
1183,417,145305,493728
1183,424,145633,502016
1183,419,146595,496096
1183,414,148473,490176
1183,423,152609,500832
1183,427,152949,505568
1183,428,155541,506752
1183,665,426753,787360
1183,669,442731,792096
1183,667,446133,789728
1183,673,447485,796832
1183,675,450181,799200
1183,668,450657,790912
1183,692,471273,819328
1183,737,522739,872608
1183,736,524593,871424
1183,739,531009,874976
1183,750,535791,888000
1183,885,701465,1047840
1185,711,486665,843246
1185,710,494405,842060
1185,714,539803,846804
1189,1079,924489,1284010
1189,1078,925011,1282820
1189,1081,929553,1286390
1189,1082,932769,1287580
1189,1083,934181,1288770
1189,1077,936929,1281630
1189,1105,944849,1314950
1189,1101,954113,1310190
1189,1102,958181,1311380
1189,1104,958329,1313760
1189,1103,958497,1312570
1189,1114,960001,1325660
1189,1100,962009,1309000
1189,1136,1001009,1351840
1191,399,120111,475608
1191,784,580389,934528
1191,782,581803,932144
1191,781,582013,930952
1191,788,583601,939296
1191,786,587961,936912
1191,785,590013,935720
1191,789,590309,940488
1191,787,591079,938104
1191,790,594315,941680
1191,783,613329,933336
1191,901,707719,1073992
1191,902,707751,1075184
1191,893,723771,1064456
1191,904,740061,1077568
1191,905,745395,1078760
1191,911,773945,1085912
1191,910,774537,1084720
1191,1044,878593,1244448
1191,1057,900943,1259944
1191,1058,902565,1261136
1191,1137,997041,1355304
1191,1142,1009921,1361264
1193,488,217905,582672
1193,490,218793,585060
1193,602,367205,718788
1193,606,374593,723564
1193,600,385393,716400
1193,599,389295,715206
1197,1016,847317,1217168
1197,1014,850461,1214772
1197,1015,850889,1215970
1197,1013,851765,1213574
1197,1011,914789,1211178
1199,358,58099,429600
1199,345,58155,414000
1199,356,62405,427200
1199,353,65803,423600
1199,490,228309,588000
1199,493,229551,591600
1199,498,230557,597600
1199,497,236941,596400
1199,496,241551,595200
1199,495,241699,594000
1199,679,467083,814800
1199,699,469693,838800
1199,700,470973,840000
1199,701,473397,841200
1199,704,474621,844800
1199,703,475053,843600
1199,702,476673,842400
1199,707,496829,848400
1199,708,497359,849600
1199,711,502329,853200
1199,712,502791,854400
1199,719,506561,862800
1199,710,507379,852000
1199,713,508665,855600
1199,725,512151,870000
1199,726,514173,871200
1199,729,514603,874800
1199,724,515973,868800
1199,739,517545,886800
1199,728,517857,873600
1199,731,518203,877200
1199,727,518345,872400
1199,740,520469,888000
1199,742,520533,890400
1199,741,521331,889200
1199,743,537919,891600
1199,746,540697,895200
1207,1157,1101909,1397656
1207,1158,1102409,1398864
1215,752,537601,914432
1215,753,539669,915648
1215,754,542151,916864
1215,756,544483,919296
1215,755,547279,918080
1217,317,6411,386106
1217,855,673205,1041390
1217,856,675979,1042608
1217,857,676745,1043826
1217,854,682483,1040172
1217,860,693177,1047480
1217,861,710233,1048698
1229,1226,1126605,1507980
1229,1227,1127299,1509210
1229,1225,1132381,1506750
1231,501,241851,617232
1231,500,242415,616000
1231,508,243989,625856
1239,764,563893,947360
1239,982,842299,1217680
1239,977,843015,1211480
1239,976,882859,1210240
1239,1059,932323,1313160
1239,1066,945033,1321840
1239,1068,947145,1324320
1239,1067,947561,1323080
1239,1080,965553,1339200
1239,1069,991181,1325560
1239,1070,991745,1326800
1241,316,9,392472
1241,311,1289,386262
1241,318,9481,394956
1241,319,14585,396198
1241,320,17105,397440
1241,328,28873,407376
1241,329,31313,408618
1241,327,32023,406134
1241,406,116457,504252
1241,407,116925,505494
1241,832,656233,1033344
1241,875,688113,1086750
1241,870,689217,1080540
1241,876,693629,1087992
1241,854,701501,1060668
1241,891,722397,1106622
1241,892,722625,1107864
1241,893,733393,1109106
1241,894,733805,1110348
1241,903,743041,1121526
1241,921,791211,1143882
1247,1100,1028553,1372800
1247,1099,1029161,1371552
1269,995,847893,1263650
1269,996,851009,1264920
1269,997,851383,1266190
1269,993,855739,1261110
1269,994,856099,1262380
1269,999,861195,1268730
1269,1000,864121,1270000
1269,1001,866165,1271270
1269,1003,879105,1273810
1269,1005,879463,1276350
1269,1004,880819,1275080
1269,1006,882343,1277620
1269,1025,913033,1301750
1269,1031,914083,1309370
1269,1028,951679,1305560
1269,1029,953811,1306830
1269,1032,969555,1310640
1271,573,326997,728856
1271,572,329013,727584
1271,575,330697,731400
1271,576,331183,732672
1271,578,332193,735216
1271,574,334441,730128
1271,581,337071,739032
1271,577,338133,733944
1271,586,341833,745392
1271,587,343759,746664
1271,602,345361,765744
1271,580,346693,737760
1271,595,352317,756840
1271,596,352933,758112
1271,594,353405,755568
1271,597,353933,759384
1271,601,356969,764472
1271,598,361265,760656
1271,591,371743,751752
1271,645,404217,820440
1277,1038,924403,1326564
1277,1041,926433,1330398
1277,1069,953401,1366182
1277,1068,955363,1364904
1277,1107,1016119,1414746
1277,1105,1020629,1412190
1277,1080,1026357,1380240
1277,1081,1026411,1381518
1279,1219,1134495,1560320
1279,1220,1134961,1561600
1279,1227,1159329,1570560
1279,1236,1167223,1582080
1279,1235,1168917,1580800
1279,1238,1176673,1584640
1279,1251,1189173,1601280
1279,1249,1189759,1598720
1279,1250,1190331,1600000
1281,406,112841,520492
1281,405,114389,519210
1281,614,370745,787148
1281,619,374457,793558
1281,620,374521,794840
1281,618,375641,792276
1281,621,380443,796122
1281,615,383175,788430
1281,622,386393,797404
1281,627,394013,803814
1281,852,676999,1092264
1281,847,684919,1085854
1281,879,710193,1126878
1281,880,713193,1128160
1281,878,713757,1125596
1287,1195,1186557,1539160
1287,1194,1187263,1537872
1287,1251,1194171,1611288
1287,1252,1196037,1612576
1289,427,125849,550830
1289,428,126559,552120
1289,453,169621,584370
1289,655,423765,844950
1289,661,425489,852690
1289,658,429493,848820
1289,659,430989,850110
1289,657,439461,847530
1289,660,440761,851400
1289,669,450199,863010
1289,668,453845,861720
1289,722,514581,931380
1289,827,642869,1066830
1289,828,650321,1068120
1289,839,653577,1082310
1289,840,654873,1083600
1289,841,655169,1084890
1289,848,664183,1093920
1289,850,666961,1096500
1289,843,667177,1087470
1289,838,668165,1081020
1289,834,668393,1075860
1309,1122,1028977,1469820
1309,1120,1032509,1467200
1309,1121,1034659,1468510
1309,1123,1038763,1471130
1309,1124,1039281,1472440
1309,1125,1039385,1473750
1309,1131,1050281,1481610
1311,373,56625,489376
1311,890,749033,1167680
1311,894,754017,1172928
1311,897,755465,1176864
1311,898,758115,1178176
1311,942,804343,1235904
1311,943,804763,1237216
1311,985,867453,1292320
1319,491,225079,648120
1319,834,684461,1100880
1319,832,695115,1098240
1319,833,695271,1099560
1335,912,754209,1218432
1335,910,758653,1215760
1337,444,140769,594072
1337,448,141869,599424
1337,449,144401,600762
1337,446,144945,596748
1337,450,153885,602100
1337,452,158529,604776
1337,481,192097,643578
1337,480,194017,642240
1341,1281,1267949,1719102
1341,1282,1270833,1720444
1341,1283,1271013,1721786
1341,1284,1273005,1723128
1343,1291,1275823,1735104
1351,1346,1355383,1819792
1351,1345,1356259,1818440
1351,1347,1356481,1821144
1351,1338,1366593,1808976
1353,649,430699,878746
1353,651,433101,881454
1353,690,470633,934260
1353,689,474981,932906
1353,687,479641,930198
1353,692,487039,936968
1357,1336,1361881,1814288
1359,875,765651,1190000
1367,1190,1147865,1627920
1367,1186,1148143,1622448
1367,1189,1150357,1626552
1367,1210,1163705,1655280
1367,1211,1164665,1656648
1367,1220,1189865,1668960
1367,1194,1225625,1633392
1367,1330,1339431,1819440
1367,1331,1341401,1820808
1367,1332,1343229,1822176
1369,414,103961,567180
1369,466,166437,638420
1369,469,169533,642530
1369,470,170217,643900
1369,479,188249,656230
1369,480,189425,657600
1369,477,196759,653490
1369,478,197281,654860
1369,494,203683,676780
1369,493,204153,675410
1369,483,210285,661710
1369,552,282171,756240
1369,820,655625,1123400
1369,821,659189,1124770
1369,819,659521,1122030
1369,823,661029,1127510
1369,824,671713,1128880
1369,872,724033,1194640
1369,869,763581,1190530
1369,870,764201,1191900
1369,920,782961,1260400
1369,919,786223,1259030
1369,968,834873,1326160
1373,1038,934949,1426212
1373,1039,937311,1427586
1373,1052,959781,1445448
1373,1053,959789,1446822
1373,1051,959861,1444074
1373,1055,960061,1449570
1373,1056,963945,1450944
1373,1054,965229,1448196
1373,1048,967033,1439952
1373,1044,968409,1434456
1373,1083,994977,1488042
1373,1081,1012981,1485294
1375,1212,1195305,1667712
1375,1211,1229825,1666336
1375,1229,1267685,1691104
1377,385,48859,530530
1377,388,51813,534664
1377,386,54319,531908
1377,397,68097,547066
1377,396,70185,545688
1377,395,70985,544310
1377,398,73617,548444
1377,974,902609,1342172
1377,971,919491,1338038
1383,677,461741,936968
1383,679,467981,939736
1383,680,473933,941120
1383,683,474703,945272
1383,681,479893,942504
1391,545,268761,758640
1391,544,270849,757248
1391,546,275369,760032
1391,551,279163,766992
1391,556,286939,773952
1391,555,288449,772560
1391,560,293217,779520
1391,562,296753,782304
1391,557,298921,775344
1391,558,299577,776736
1391,564,304293,785088
1391,565,312421,786480
1391,841,680705,1170672
1391,842,680715,1172064
1391,849,706541,1181808
1397,1046,964201,1462308
1397,1047,966961,1463706
1397,1048,974091,1465104
1397,1049,974273,1466502
1397,1050,974751,1467900
1397,1055,984481,1474890
1399,533,256265,746200
1399,536,256993,750400
1399,535,258943,749000
1399,537,259953,751800
1399,566,285079,792400
1399,567,285859,793800
1399,565,286903,791000
1399,776,600613,1086400
1399,773,601301,1082200
1399,774,601805,1083600
1399,1230,1224481,1722000
1407,1119,1076101,1575552
1407,1117,1077163,1572736
1407,1120,1144693,1576960
1409,504,211245,710640
1409,505,211311,712050
1409,502,214819,707820
1409,503,216121,709230
1409,881,775971,1242210
1409,882,776757,1243620
1409,968,876973,1364880
1409,996,893265,1404360
1409,999,894141,1408590
1409,998,895317,1407180
1409,997,897793,1405770
1409,1022,996989,1441020
1421,1325,1382271,1884150
1421,1297,1422619,1844334
1429,1365,1508697,1951950
1431,1385,1453161,1983320
1431,1387,1456635,1986184
1431,1386,1459041,1984752
1431,1389,1460625,1989048
1431,1388,1465857,1987616
1431,1399,1490221,2003368
1431,1397,1491973,2000504
1433,780,607473,1118520
1433,854,706137,1224636
1433,853,726305,1223202
1441,361,1209,520562
1441,372,21789,536424
1441,373,25273,537866
1441,423,89101,609966
1441,421,97243,607082
1441,501,203993,722442
1441,500,209413,721000
1441,505,216233,728210
1441,507,217251,731094
1441,506,217941,729652
1441,508,219133,732536
1441,504,221945,726768
1441,642,393697,925764
1441,643,404323,927206
1441,645,405019,930090
1441,646,406183,931532
1441,644,409215,928648
1441,647,417259,932974
1441,786,608385,1133412
1441,788,612941,1136296
1441,785,613579,1131970
1441,784,616003,1130528
1441,801,645821,1155042
1441,1003,925569,1446326
1441,1033,962105,1489586
1441,1046,969619,1508332
1441,1042,972643,1502564
1441,1043,974013,1504006
1441,1044,974443,1505448
1441,1035,976671,1492470
1441,1036,976833,1493912
1441,1040,978213,1499680
1441,1034,980405,1491028
1441,1030,980959,1485260
1441,1029,981379,1483818
1441,1037,986101,1495354
1441,1021,987369,1472282
1441,1015,1011291,1463630
1441,1020,1020389,1470840
1447,918,788761,1329264
1471,1069,1019991,1573568
1471,1068,1020165,1572096
1471,1073,1031681,1579456
1471,1077,1038813,1585344
1471,1079,1046281,1588288
1471,1082,1047513,1592704
1471,1285,1332493,1891520
1473,525,240435,773850
1473,524,241749,772376
1473,857,725421,1263218
1473,858,733113,1264692
1473,859,733191,1266166
1473,860,738249,1267640
1473,900,801171,1326600
1477,1476,1624071,2181528
1477,1475,1624377,2180050
1477,1474,1628691,2178572
1479,707,521061,1046360
1479,742,559003,1098160
1479,743,559363,1099640
1479,1391,1522257,2058680
1479,1407,1532839,2082360
1479,1408,1533573,2083840
1479,1409,1533665,2085320
1479,1404,1536337,2077920
1479,1405,1539521,2079400
1479,1406,1541595,2080880
1479,1410,1544397,2086800
1481,742,557613,1099644
1481,741,558433,1098162
1481,740,588577,1096680
1487,985,920465,1465680
1487,990,922575,1473120
1487,986,922579,1467168
1493,1122,1106985,1676268
1493,1126,1107831,1682244
1493,1127,1115143,1683738
1493,1131,1115173,1689714
1493,1133,1119661,1692702
1493,1132,1120977,1691208
1493,1130,1126953,1688220
1493,1134,1127419,1694196
1493,1119,1180841,1671786
1493,1118,1182313,1670292
1497,576,316021,862848
1503,1502,1680117,2259008
1505,458,119479,689748
1505,459,126353,691254
1505,461,126993,694266
1505,587,317239,884022
1505,588,325497,885528
1505,664,414081,999984
1505,660,417433,993960
1505,659,417441,992454
1505,662,429979,996972
1505,663,431899,998478
1505,666,432897,1002996
1505,665,433745,1001490
1505,667,452769,1004502
1517,1141,1147241,1732038
1517,1142,1150273,1733556
1517,1148,1157461,1742664
1517,1149,1158221,1744182
1517,1145,1159197,1738110
1517,1144,1159483,1736592
1517,1146,1163775,1739628
1517,1143,1164043,1735074
1517,1147,1166353,1741146
1517,1150,1170199,1745700
1517,1151,1171529,1747218
1517,1152,1173111,1748736
1517,1153,1175829,1750254
1517,1160,1177509,1760880
1517,1155,1178737,1753290
1517,1158,1186579,1757844
1517,1167,1187045,1771506
1517,1156,1189071,1754808
1517,1161,1193849,1762398
1517,1166,1196009,1769988
1517,1159,1197195,1759362
1517,1164,1199585,1766952
1517,1165,1201893,1768470
1517,1169,1203449,1774542
1517,1174,1206057,1782132
1517,1175,1206403,1783650
1517,1176,1215015,1785168
1517,1242,1305837,1885356
1517,1243,1306029,1886874
1517,1250,1327981,1897500
1517,1246,1389237,1891428
1517,1247,1394623,1892946
1527,580,307169,886240
1527,906,783173,1384368
1527,903,787813,1379784
1527,905,791391,1382840
1527,900,799317,1375200
1527,902,800745,1378256
1527,928,822919,1417984
1527,930,835889,1421040
1527,931,837711,1422568
1527,935,840217,1428680
1527,936,841529,1430208
1527,934,841879,1427152
1527,929,844533,1419512
1527,937,845753,1431736
1527,932,893733,1424096
1529,432,66735,660960
1529,431,67233,659430
1529,430,71201,657900
1529,463,123641,708390
1529,1074,1049853,1643220
1529,1073,1050781,1641690
1529,1075,1056849,1644750
1529,1076,1060423,1646280
1529,1079,1061721,1650870
1529,1077,1066133,1647810
1529,1083,1069093,1656990
1529,1082,1072137,1655460
1529,1086,1073165,1661580
1529,1087,1075413,1663110
1529,1085,1088909,1660050
1529,1091,1095989,1669230
1529,1092,1096981,1670760
1529,1093,1097893,1672290
1529,1084,1101637,1658520
1535,673,433917,1033728
1535,670,434893,1029120
1535,668,442421,1026048
1535,683,447761,1049088
1535,684,451021,1050624
1535,686,455931,1053696
1535,669,459681,1027584
1535,688,461535,1056768
1535,687,463341,1055232
1535,692,475177,1062912
1535,682,487537,1047552
