rank,t,c,witness_m,b_t,c_over_t
1515,9097,3313,9441597,30141674,0.364185995
1516,9097,3274,9651795,29786852,0.359898868
1517,9097,3369,9882273,30651162,0.370341871
1518,9057,2571,2781273,23288118,0.283868831
1519,9057,2572,2789955,23297176,0.283979243
1520,9057,2570,2872611,23279060,0.283758419
1521,9057,2633,3397533,23849714,0.290714365
1522,9057,2663,3483329,24121454,0.294026720
1523,9057,2634,3488211,23858772,0.290824776
1524,9057,2664,3500489,24130512,0.294137132
1525,9057,2665,3513773,24139570,0.294247543
1526,9047,3075,7175461,27822600,0.339891677
1527,9047,3133,7863009,28347384,0.346302642
1528,9047,3132,7863101,28338336,0.346192108
1529,9047,3131,7871533,28329288,0.346081574
1530,9047,3128,8031231,28302144,0.345749972
1531,9047,3129,8303189,28311192,0.345860506
1532,9025,2537,2266173,22898962,0.281108033
1533,9025,2521,2289009,22754546,0.279335180
1534,9025,2520,2304749,22745520,0.279224377
1535,9025,2531,2346103,22844806,0.280443213
1536,9025,2513,2357599,22682338,0.278448753
1537,9025,2548,2400665,22998248,0.282326870
1538,9025,2546,2418185,22980196,0.282105263
1539,9025,2526,2418633,22799676,0.279889197
1540,9025,2525,2420151,22790650,0.279778393
1541,9025,2534,2423173,22871884,0.280775623
1542,9025,2545,2425385,22971170,0.281994460
1543,9025,2523,2436351,22772598,0.279556787
1544,9025,2533,2454253,22862858,0.280664820
1545,9025,2517,2459175,22718442,0.278891967
1546,9025,2522,2465353,22763572,0.279445983
1547,9025,2530,2483493,22835780,0.280332410
1548,9025,2524,2501945,22781624,0.279667590
1549,9025,2527,2514799,22808702,0.280000000
1550,9025,2528,2544873,22817728,0.280110803
1551,9025,2554,2560219,23052404,0.282991690
1552,9025,2557,2569957,23079482,0.283324100
1553,9025,2555,2609511,23061430,0.283102493
1554,9025,2556,2613189,23070456,0.283213296
1555,9025,2553,2630175,23043378,0.282880886
1556,9025,2572,2695409,23214872,0.284986150
1557,9025,2529,2697703,22826754,0.280221607
1558,9025,2550,2718189,23016300,0.282548476
1559,9025,2551,2718457,23025326,0.282659280
1560,9025,2540,2745457,22926040,0.281440443
1561,9025,2547,2756923,22989222,0.282216066
1562,9025,2552,2800681,23034352,0.282770083
1563,9025,2629,3191993,23729354,0.291301939
1564,9025,3324,9581921,30002424,0.368310249
1565,9025,3322,9593419,29984372,0.368088643
1566,9025,3330,9687171,30056580,0.368975069
1567,9001,3137,7960243,28239274,0.348516831
1568,8991,3287,9056119,29556704,0.365587810
1569,8991,3286,9056931,29547712,0.365476588
1570,8991,3301,9467391,29682592,0.367144923
1571,8991,3347,9874933,30096224,0.372261150
1572,8991,3344,9892293,30069248,0.371927483
1573,8991,3345,9908313,30078240,0.372038705
1574,8991,3353,9947151,30150176,0.372928484
1575,8991,3352,9980059,30141184,0.372817262
1576,8991,3348,9994543,30105216,0.372372372
1577,8897,2658,3815041,23650884,0.298752388
1578,8897,2711,4330169,24122478,0.304709453
1579,8897,2710,4332813,24113580,0.304597055
1580,8897,2712,4467439,24131376,0.304821850
1581,8897,2802,4878711,24932196,0.314937619
1582,8897,2782,4911283,24754236,0.312689671
1583,8897,2803,4938213,24941094,0.315050017
1584,8897,2804,5065131,24949992,0.315162414
1585,8897,2790,5068601,24825420,0.313588850
1586,8897,2801,5078381,24923298,0.314825222
1587,8897,2780,5206205,24736440,0.312464876
1588,8897,2781,5216169,24745338,0.312577273
1589,8897,2875,5920241,25581750,0.323142632
1590,8897,3031,6988205,26969838,0.340676633
1591,8767,2202,159531,19307136,0.251169157
1592,8767,2260,626037,19815680,0.257784875
1593,8767,2259,650497,19806912,0.257670811
1594,8767,2304,812511,20201472,0.262803696
1595,8767,2303,855859,20192704,0.262689632
1596,8767,2417,1994533,21192256,0.275692939
1597,8767,2416,2102793,21183488,0.275578875
1598,8767,2418,2133213,21201024,0.275807004
1599,8767,2414,2158113,21165952,0.275350747
1600,8767,2413,2181721,21157184,0.275236683
1601,8577,2593,3522061,22242754,0.302320159
1602,8577,2590,3542289,22217020,0.301970386
1603,8577,2594,3589813,22251332,0.302436749
1604,8577,2600,3769445,22302800,0.303136295
1605,8577,2584,3778851,22165552,0.301270841
1606,8577,2585,3779333,22174130,0.301387432
1607,8577,2599,3794273,22294222,0.303019704
1608,8577,2598,3814851,22285644,0.302903113
1609,8577,2597,3863373,22277066,0.302786522
1610,8577,2596,4003857,22268488,0.302669931
1611,8577,2601,4014153,22311378,0.303252886
1612,8577,2604,4103539,22337112,0.303602658
1613,8577,2605,4119433,22345690,0.303719249
1614,8577,2606,4150699,22354268,0.303835840
1615,8577,3280,9802557,28135840,0.382418095
1616,8577,3284,9816693,28170152,0.382884458
1617,8577,3295,9948221,28264510,0.384166958
1618,8503,2335,1807649,19856840,0.274608962
1619,8503,2331,1827951,19822824,0.274138539
1620,8503,2332,1848841,19831328,0.274256145
1621,8503,2329,1877617,19805816,0.273903328
1622,8503,2908,6867961,24729632,0.341996942
1623,8481,2191,627425,18584062,0.258342177
1624,8481,3116,8457231,26429912,0.367409504
1625,8481,3117,8513413,26438394,0.367527414
1626,8481,3119,8516201,26455358,0.367763235
1627,8481,3120,8564263,26463840,0.367881146
1628,8481,3118,8572971,26446876,0.367645325
1629,8481,3229,9369429,27388378,0.380733404
1630,8481,3230,9387111,27396860,0.380851315
1631,8481,3232,9412519,27413824,0.381087136
1632,8481,3231,9413549,27405342,0.380969225
1633,8481,3239,9459291,27473198,0.381912510
1634,8481,3226,9969333,27362932,0.380379672
1635,8377,2104,292999,17627312,0.251163901
1636,8377,2148,364349,17995944,0.256416378
1637,8351,2386,2440513,19927872,0.285714286
1638,8351,2384,2454411,19911168,0.285474793
1639,8303,2327,1979345,19323408,0.280260147
1640,8303,2399,2456931,19921296,0.288931711
1641,8303,2401,2465173,19937904,0.289172588
1642,8303,2400,2466763,19929600,0.289052150
1643,8297,3083,8336981,25582734,0.371580089
1644,8297,3081,8441801,25566138,0.371339038
1645,8297,3101,8501511,25732098,0.373749548
1646,8297,3100,8516751,25723800,0.373629023
1647,8297,3092,8568379,25657416,0.372664819
1648,8297,3099,8569963,25715502,0.373508497
1649,8297,3097,9099605,25698906,0.373267446
1650,8297,3098,9129101,25707204,0.373387972
1651,8193,2487,3433145,20378478,0.303551813
1652,8193,2488,3539017,20386672,0.303673868
1653,8193,2489,3560533,20394866,0.303795923
1654,8193,2486,3640371,20370284,0.303429757
1655,8193,2573,4461689,21083162,0.314048578
1656,8193,2574,4711737,21091356,0.314170633
1657,8191,3229,9480261,26451968,0.394213161
1658,8191,3208,9545359,26279936,0.391649371
1659,8191,3228,9575511,26443776,0.394091076
1660,8191,3249,9689661,26615808,0.396654865
1661,8191,3252,9703731,26640384,0.397021121
1662,8191,3253,9706981,26648576,0.397143206
1663,8191,3243,9799063,26566656,0.395922354
1664,8191,3244,9829603,26574848,0.396044439
1665,8191,3264,9846351,26738688,0.398486143
1666,8191,3262,9863353,26722304,0.398241973
1667,8191,3263,9912105,26730496,0.398364058
1668,8191,3265,9916677,26746880,0.398608229
1669,8191,3266,9999019,26755072,0.398730314
1670,8185,2202,1210791,18025572,0.269028711
1671,8185,2205,1221489,18050130,0.269395235
1672,8185,2203,1253017,18033758,0.269150886
1673,8185,2204,1286129,18041944,0.269273060
1674,8185,2201,1376641,18017386,0.268906536
1675,8169,2609,4443673,21315530,0.319378137
1676,8169,2612,4455163,21340040,0.319745379
1677,8169,2608,4459557,21307360,0.319255723
1678,8169,2594,4473821,21192980,0.317541927
1679,8169,2593,4488901,21184810,0.317419513
1680,8169,2613,4491465,21348210,0.319867793
1681,8169,2595,4494989,21201150,0.317664341
1682,8169,2610,4495753,21323700,0.319500551
1683,8169,2597,4509217,21217490,0.317909169
1684,8169,2604,4512223,21274680,0.318766067
1685,8169,2611,4525557,21331870,0.319622965
1686,8169,2606,4552601,21291020,0.319010895
1687,8169,2596,4554825,21209320,0.317786755
1688,8169,2617,4750243,21380890,0.320357449
1689,8169,2732,5498151,22320440,0.334435059
1690,8169,2742,5646237,22402140,0.335659199
1691,8169,2728,5666323,22287760,0.333945403
1692,8169,2727,5683851,22279590,0.333822989
1693,8169,2743,5760509,22410310,0.335781613
1694,8169,2729,5767829,22295930,0.334067817
1695,8169,2726,6026729,22271420,0.333700575
1696,8127,2673,5250651,21726144,0.328903654
1697,8127,2672,5290063,21718016,0.328780608
1698,8127,2674,5312405,21734272,0.329026701
1699,8127,2696,5488213,21913088,0.331733727
1700,8127,2697,5520831,21921216,0.331856774
1701,8127,2741,5695857,22278848,0.337270826
1702,8095,2562,4281241,20741952,0.316491662
1703,8095,2559,4331539,20717664,0.316121062
1704,8095,2558,4388625,20709568,0.315997529
1705,8033,2657,5083553,21346338,0.330760612
1706,8033,2656,5096751,21338304,0.330636126
1707,8033,2651,5259817,21298134,0.330013694
1708,8033,2652,5264743,21306168,0.330138180
1709,8033,2650,5283873,21290100,0.329889207
1710,8033,2666,5347385,21418644,0.331880991
1711,8033,2665,5514471,21410610,0.331756504
1712,7993,2002,15081,16003988,0.250469161
1713,7993,2003,85333,16011982,0.250594270
1714,7993,2004,178353,16019976,0.250719379
1715,7993,2011,201249,16075934,0.251595146
1716,7993,2005,215529,16027970,0.250844489
1717,7993,2012,315651,16083928,0.251720255
1718,7993,2013,318795,16091922,0.251845365
1719,7929,3038,8327443,24091340,0.383150460
1720,7929,3069,9160209,24337170,0.387060159
1721,7929,3070,9167659,24345100,0.387186278
1722,7897,3153,9334869,24902394,0.399265544
1723,7897,3192,9583421,25210416,0.404204128
1724,7897,3194,9588859,25226212,0.404457389
1725,7897,3193,9591849,25218314,0.404330759
1726,7897,3195,9604889,25234110,0.404584019
1727,7897,3196,9615997,25242008,0.404710650
1728,7839,2279,2519059,17867360,0.290725858
1729,7839,2278,2519271,17859520,0.290598291
1730,7839,2280,2519345,17875200,0.290853425
1731,7839,2277,2537505,17851680,0.290470723
1732,7839,2755,6344913,21599200,0.351447889
1733,7831,2969,7856563,23253208,0.379134210
1734,7831,2968,7966317,23245376,0.379006513
1735,7785,2984,8138793,23233424,0.383301220
1736,7785,2986,8163101,23248996,0.383558125
1737,7785,3192,9572457,24852912,0.410019268
1738,7785,3193,9696401,24860698,0.410147720
1739,7785,3195,9739633,24876270,0.410404624
1740,7785,3196,9741241,24884056,0.410533076
1741,7785,3194,9778999,24868484,0.410276172
1742,7785,3222,9942619,25086492,0.413872832
1743,7785,3223,9967273,25094278,0.414001285
1744,7777,2050,723181,15944900,0.263597788
1745,7777,2049,813425,15937122,0.263469204
1746,7777,2055,838921,15983790,0.264240710
1747,7777,2054,839189,15976012,0.264112125
1748,7759,2939,7687289,22806640,0.378785926
1749,7759,2934,7741601,22767840,0.378141513
1750,7759,2940,7775697,22814400,0.378914809
1751,7759,2954,7898925,22923040,0.380719165
1752,7759,2958,8071297,22954080,0.381234695
1753,7753,2695,5854201,20897030,0.347607378
1754,7753,2694,5879141,20889276,0.347478395
1755,7743,2846,6931933,22039424,0.367557794
1756,7743,2845,6937999,22031680,0.367428645
1757,7743,2850,7047329,22070400,0.368074390
1758,7743,2853,7051737,22093632,0.368461836
1759,7695,3212,9982173,24719552,0.417413905
1760,7695,3211,9986119,24711856,0.417283951
1761,7695,3213,9988579,24727248,0.417543860
1762,7673,2319,3090853,17796006,0.302228594
1763,7673,2321,3104921,17811354,0.302489248
1764,7673,2322,3126465,17819028,0.302619575
1765,7673,2323,3131521,17826702,0.302749902
1766,7673,2320,3131893,17803680,0.302358921
1767,7673,2325,3132037,17842050,0.303010556
1768,7673,2326,3145413,17849724,0.303140884
1769,7673,2324,3146083,17834376,0.302880229
1770,7673,2327,3147929,17857398,0.303271211
1771,7673,2329,3148381,17872746,0.303531865
1772,7673,2331,3158751,17888094,0.303792519
1773,7673,2356,3285711,18079944,0.307050697
1774,7673,2357,3291097,18087618,0.307181024
1775,7673,2346,3310903,18003204,0.305747426
1776,7673,2373,3368833,18210402,0.309266258
1777,7671,3042,8562697,23338224,0.396558467
1778,7671,3041,8571749,23330552,0.396428106
1779,7671,3040,8590731,23322880,0.396297745
1780,7671,3058,8594757,23460976,0.398644245
1781,7671,3045,8608281,23361240,0.396949550
1782,7671,3057,8609757,23453304,0.398513883
1783,7671,3044,8613237,23353568,0.396819189
1784,7671,3056,8620911,23445632,0.398383522
1785,7671,3055,8666781,23437960,0.398253161
1786,7671,3043,8721957,23345896,0.396688828
1787,7671,3081,8747719,23637432,0.401642550
1788,7671,3080,8752279,23629760,0.401512189
1789,7671,3052,8768129,23414944,0.397862078
1790,7671,3053,8774623,23422616,0.397992439
1791,7671,3054,8830053,23430288,0.398122800
1792,7671,3114,9213433,23890608,0.405944466
1793,7671,3115,9242239,23898280,0.406074827
1794,7671,3082,9497765,23645104,0.401772911
1795,7671,3088,9507841,23691136,0.402555078
1796,7649,2681,5716851,20509650,0.350503334
1797,7649,3102,9761761,23730300,0.405543208
1798,7553,1902,134369,14367708,0.251820469
1799,7553,1901,154681,14360154,0.251688071
1800,7553,1938,357411,14639652,0.256586787
1801,7553,1939,363845,14647206,0.256719184
1802,7553,1940,408799,14654760,0.256851582
1803,7553,1936,443165,14624544,0.256321991
1804,7553,1960,544603,14805840,0.259499537
1805,7553,1958,544985,14790732,0.259234741
1806,7553,1961,546319,14813394,0.259631934
1807,7553,1959,560729,14798286,0.259367139
1808,7553,1962,570457,14820948,0.259764332
1809,7535,2945,7849385,22193520,0.390842734
1810,7535,2946,7853549,22201056,0.390975448
1811,7535,2944,7871865,22185984,0.390710020
1812,7535,2949,7974375,22223664,0.391373590
1813,7535,2947,7983373,22208592,0.391108162
1814,7535,2948,8025433,22216128,0.391240876
1815,7535,3001,8207863,22615536,0.398274718
1816,7535,3002,8210069,22623072,0.398407432
1817,7535,2998,8317589,22592928,0.397876576
1818,7535,2999,8420249,22600464,0.398009290
1819,7535,3007,8426385,22660752,0.399071002
1820,7535,3008,8437551,22668288,0.399203716
1821,7535,2997,8453549,22585392,0.397743862
1822,7535,3000,8467731,22608000,0.398142004
1823,7535,3038,8610201,22894368,0.403185136
1824,7535,3035,8612653,22871760,0.402786994
1825,7535,3041,8648865,22916976,0.403583278
1826,7535,3005,8855265,22645680,0.398805574
1827,7535,3036,9132489,22879296,0.402919708
1828,7535,3052,9314465,22999872,0.405043132
1829,7535,3055,9343813,23022480,0.405441274
1830,7503,2393,4060219,17957072,0.318939091
1831,7455,3091,9057057,23046496,0.414621060
1832,7455,3090,9061977,23039040,0.414486922
1833,7455,3082,9155623,22979392,0.413413816
1834,7455,3083,9155645,22986848,0.413547954
1835,7455,3105,9565579,23150880,0.416498994
1836,7455,3089,9759845,23031584,0.414352783
1837,7449,2043,1348663,15220350,0.274265002
1838,7383,2736,6561777,20202624,0.370581065
1839,7361,2217,2538739,16321554,0.301181905
1840,7361,2242,2884311,16505604,0.304578182
1841,7361,2239,2885289,16483518,0.304170629
1842,7361,2238,2885433,16476156,0.304034778
1843,7361,2241,2921189,16498242,0.304442331
1844,7361,2247,2930157,16542414,0.305257438
1845,7361,2249,2958897,16557138,0.305529140
1846,7361,2240,2970217,16490880,0.304306480
1847,7361,2270,3069525,16711740,0.308382013
1848,7361,2273,3102771,16733826,0.308789567
1849,7361,2272,3227049,16726464,0.308653716
1850,7361,2311,3320179,17013582,0.313951909
1851,7361,2314,3361557,17035668,0.314359462
1852,7361,2317,3433141,17057754,0.314767015
1853,7361,2316,3436265,17050392,0.314631164
1854,7361,2335,3558817,17190270,0.317212335
1855,7361,2318,3564297,17065116,0.314902866
1856,7361,2326,3581931,17124012,0.315989675
1857,7361,2339,3676893,17219718,0.317755740
1858,7361,2359,3697185,17366958,0.320472762
1859,7351,1999,936545,14696648,0.271935791
1860,7351,1998,945711,14689296,0.271799755
1861,7351,2002,991131,14718704,0.272343899
1862,7351,2001,991483,14711352,0.272207863
1863,7351,2000,1007829,14704000,0.272071827
1864,7351,1997,1010885,14681944,0.271663719
1865,7351,1991,1027233,14637832,0.270847504
1866,7351,1992,1050849,14645184,0.270983540
1867,7351,2006,1142571,14748112,0.272888042
1868,7351,1994,1155471,14659888,0.271255611
1869,7351,2029,1293541,14917208,0.276016868
1870,7351,2030,1298991,14924560,0.276152904
1871,7351,2033,1324949,14946616,0.276561012
1872,7337,2871,7532451,21067398,0.391304348
1873,7337,2870,7542665,21060060,0.391168052
1874,7337,2888,7839471,21192144,0.393621371
1875,7337,2893,7863139,21228834,0.394302849
1876,7337,2890,7863613,21206820,0.393893962
1877,7337,2894,7870377,21236172,0.394439144
1878,7337,2904,7880457,21309552,0.395802099
1879,7337,2892,7883211,21221496,0.394166553
1880,7337,2895,7886977,21243510,0.394575440
1881,7337,2891,7897939,21214158,0.394030258
1882,7337,2889,7900745,21199482,0.393757667
1883,7337,2897,7905353,21258186,0.394848031
1884,7337,2903,7971873,21302214,0.395665803
1885,7337,2908,8042049,21338904,0.396347281
1886,7337,2905,8064397,21316890,0.395938394
1887,7337,2906,8064405,21324228,0.396074690
1888,7337,2909,8073001,21346242,0.396483576
1889,7337,2907,8179245,21331566,0.396210985
1890,7337,2898,8317529,21265524,0.394984326
1891,7337,2896,8386005,21250848,0.394711735
1892,7337,2976,8435765,21837888,0.405615374
1893,7337,2975,8488063,21830550,0.405479079
1894,7337,2977,8498661,21845226,0.405751670
1895,7337,2960,8831977,21720480,0.403434646
1896,7329,2876,7640991,21081080,0.392413699
1897,7329,2925,8093889,21440250,0.399099468
1898,7329,2933,8106471,21498890,0.400191022
1899,7329,2932,8111179,21491560,0.400054578
1900,7329,2930,8113389,21476900,0.399781689
1901,7329,2937,8113689,21528210,0.400736799
1902,7329,2931,8114991,21484230,0.399918133
1903,7329,2928,8126433,21462240,0.399508801
1904,7329,2929,8139993,21469570,0.399645245
1905,7329,2927,8151735,21454910,0.399372356
1906,7329,2889,8191431,21176370,0.394187474
1907,7329,2958,8306179,21682140,0.403602129
1908,7329,2957,8395453,21674810,0.403465684
1909,7329,2923,8524421,21425590,0.398826579
1910,7289,2464,4400577,17962560,0.338043627
1911,7289,2463,4401341,17955270,0.337906434
1912,7289,2465,4406151,17969850,0.338180820
1913,7289,2460,4427673,17933400,0.337494855
1914,7289,2458,4448617,17918820,0.337220469
1915,7289,2459,4490885,17926110,0.337357662
1916,7289,2462,4491553,17947980,0.337769241
1917,7289,2467,4492485,17984430,0.338455206
1918,7289,2468,4492689,17991720,0.338592400
1919,7289,2461,4492723,17940690,0.337632048
1920,7289,2466,4513213,17977140,0.338318013
1921,7289,2477,4714131,18057330,0.339827137
1922,7289,2486,4893277,18122940,0.341061874
1923,7289,2485,4922091,18115650,0.340924681
1924,7289,2492,4969251,18166680,0.341885032
1925,7289,2493,4970239,18173970,0.342022225
1926,7289,2494,4972221,18181260,0.342159418
1927,7289,2519,5011917,18363510,0.345589244
1928,7289,2518,5032857,18356220,0.345452051
1929,7289,2523,5120281,18392670,0.346138016
1930,7289,2522,5129141,18385380,0.346000823
1931,7289,2473,5129489,18028170,0.339278365
1932,7289,2491,5189625,18159390,0.341747839
1933,7289,2487,5196001,18130230,0.341199067
1934,7289,2488,5254281,18137520,0.341336260
1935,7289,2516,5271905,18341640,0.345177665
1936,7289,2517,5285333,18348930,0.345314858
1937,7287,2544,5122073,18540672,0.349114862
1938,7287,2545,5122121,18547960,0.349252093
1939,7287,2543,5173077,18533384,0.348977631
1940,7241,2858,7547217,20697636,0.394696865
1941,7241,2884,7788255,20885928,0.398287529
1942,7241,2880,7797629,20856960,0.397735119
1943,7233,2746,6688483,19864564,0.379648832
1944,7233,2753,6805553,19915202,0.380616618
1945,7233,2750,6876643,19893500,0.380201853
1946,7233,2749,6887233,19886266,0.380063597
1947,7233,2752,6887321,19907968,0.380478363
1948,7233,2748,7194111,19879032,0.379925342
1949,7233,2919,8052693,21116046,0.403566985
1950,7233,2933,8103673,21217322,0.405502558
1951,7233,2934,8126141,21224556,0.405640813
1952,7233,2931,8148193,21202854,0.405226047
1953,7233,2932,8150865,21210088,0.405364303
1954,7233,2935,8164349,21231790,0.405779068
1955,7233,2918,8506845,21108812,0.403428729
1956,7193,1887,674983,13575078,0.262338385
1957,7193,1900,688221,13668600,0.264145697
1958,7183,1987,1258639,14274608,0.276625365
1959,7183,1967,1295637,14130928,0.273841014
1960,7183,1966,1330459,14123744,0.273701796
1961,7183,1991,1335549,14303344,0.277182236
1962,7183,1990,1346549,14296160,0.277043018
1963,7183,1989,1372851,14288976,0.276903801
1964,7183,1968,1380033,14138112,0.273980231
1965,7161,1957,1145997,14016034,0.273285854
1966,7111,3145,9737091,22367240,0.442272536
1967,7103,2093,2094717,14868672,0.294664226
1968,7103,2165,2648577,15380160,0.304800788
1969,7103,2167,2660081,15394368,0.305082360
1970,7103,2166,2661161,15387264,0.304941574
1971,7103,2168,2706171,15401472,0.305223145
1972,7103,2160,2730305,15344640,0.304096860
1973,7103,2174,2732359,15444096,0.306067859
1974,7103,2172,2772439,15429888,0.305786287
1975,7103,2173,2796341,15436992,0.305927073
1976,7073,2929,8240009,20719746,0.414109996
1977,7047,2389,4447973,16837672,0.339009508
1978,7041,1884,928869,13267128,0.267575628
1979,7041,1887,1017241,13288254,0.268001704
1980,7041,1888,1022129,13295296,0.268143730
1981,7041,1889,1038001,13302338,0.268285755
1982,7041,1914,1044173,13478388,0.271836387
1983,7041,1890,1057723,13309380,0.268427780
1984,7041,1894,1066897,13337548,0.268995881
1985,7041,1915,1074171,13485430,0.271978412
1986,7041,1916,1112203,13492472,0.272120437
1987,7041,1895,1149771,13344590,0.269137907
1988,7041,1985,1480857,13978370,0.281920182
1989,7041,1983,1485281,13964286,0.281636131
1990,7041,1984,1486437,13971328,0.281778157
1991,7041,1982,1497379,13957244,0.281494106
1992,7041,1986,1499645,13985412,0.282062207
1993,7041,2022,1808193,14238924,0.287175117
1994,7041,2025,1864753,14260050,0.287601193
1995,7041,2024,1943899,14253008,0.287459168
1996,7041,2033,1946397,14316386,0.288737395
1997,7041,2017,1955737,14203714,0.286464991
1998,7041,2034,1971739,14323428,0.288879421
1999,7041,2032,1971943,14309344,0.288595370
2000,7041,2018,2012661,14210756,0.286607016
